dialogue_id,intra_dialogue_id,target,question,answer,candidates,candidates_scores,p_distribuition
44,4,woodpecker,Is the item you have a small bird?,No.,"[{'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'woodpecker'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan', 'woodpecker'}, {'stork', 'swan'}, {'stork', 'woodpecker'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}, {'stork', 'swan'}]","{'stork': 9.833333333333332, 'swan': 8.833333333333332, 'woodpecker': 1.3333333333333333}","{'stork': 0.4917, 'swan': 0.4417, 'woodpecker': 0.0667}"
44,5,woodpecker,Is the item you have a stork?,No.,"[{'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'orange', 'canary', 'swan', 'pineapple', 'cherry', 'rhubarb', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'orange', 'canary', 'swan', 'pineapple', 'cherry', 'rhubarb', 'woodpecker'}, {'orange', 'canary', 'swan', 'pineapple', 'cherry', 'rhubarb', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'orange', 'canary', 'swan', 'pineapple', 'cherry', 'rhubarb', 'woodpecker'}, {'orange', 'canary', 'swan', 'pineapple', 'cherry', 'rhubarb', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'stork', 'swan', 'woodpecker'}, {'canary', 'swan'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}, {'canary', 'swan', 'woodpecker'}]","{'canary': 5.797619047619047, 'swan': 5.797619047619047, 'woodpecker': 5.297619047619047, 'orange': 0.7142857142857142, 'pineapple': 0.7142857142857142, 'cherry': 0.7142857142857142, 'rhubarb': 0.7142857142857142, 'stork': 0.25}","{'canary': 0.2899, 'swan': 0.2899, 'woodpecker': 0.2649, 'orange': 0.0357, 'pineapple': 0.0357, 'cherry': 0.0357, 'rhubarb': 0.0357, 'stork': 0.0125}"
44,6,woodpecker,Is the item you have a woodpecker?,Yes! That's correct.,"[{'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'stork', 'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'woodpecker'}, {'stork', 'woodpecker'}]","{'woodpecker': 19.0, 'stork': 1.0}","{'woodpecker': 0.95, 'stork': 0.05}"
45,0,rhubarb,Is the item an animal?,No.,"[{'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}]","{'grapefruit': 5.0, 'apple': 5.0, 'rhubarb': 5.0, 'cherry': 5.0}","{'grapefruit': 0.25, 'apple': 0.25, 'rhubarb': 0.25, 'cherry': 0.25}"
45,1,rhubarb,Is the item a fruit or vegetable?,Yes.,"[{'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}]","{'grapefruit': 5.0, 'apple': 5.0, 'rhubarb': 5.0, 'cherry': 5.0}","{'grapefruit': 0.25, 'apple': 0.25, 'rhubarb': 0.25, 'cherry': 0.25}"
45,2,rhubarb,Is the item a fruit?,No.,"[{'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'rhubarb', 'cherry'}, {'grapefruit', 'rhubarb', 'cherry'}, {'rhubarb'}, {'grapefruit', 'rhubarb'}, {'grapefruit', 'rhubarb'}, {'grapefruit', 'rhubarb', 'cherry'}, {'rhubarb', 'cherry'}, {'grapefruit', 'rhubarb'}, {'rhubarb', 'cherry'}, {'rhubarb', 'cherry'}, {'grapefruit', 'rhubarb'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'rhubarb', 'cherry'}, {'rhubarb', 'cherry'}, {'rhubarb', 'cherry'}, {'grapefruit', 'rhubarb', 'cherry'}, {'grapefruit', 'rhubarb'}, {'rhubarb'}, {'rhubarb'}]","{'grapefruit': 4.0, 'apple': 0.5, 'rhubarb': 10.5, 'cherry': 4.999999999999999}","{'grapefruit': 0.2, 'apple': 0.025, 'rhubarb': 0.525, 'cherry': 0.25}"
45,3,rhubarb,Is the item a vegetable?,Yes.,"[{'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb', 'cherry'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}]","{'rhubarb': 19.5, 'cherry': 0.5}","{'rhubarb': 0.975, 'cherry': 0.025}"
45,4,rhubarb,Is the item a leafy vegetable?,No.,"[{'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}]","{'rhubarb': 19.25, 'grapefruit': 0.25, 'apple': 0.25, 'cherry': 0.25}","{'rhubarb': 0.9625, 'grapefruit': 0.0125, 'apple': 0.0125, 'cherry': 0.0125}"
45,5,rhubarb,Is the item a root vegetable?,No.,"[{'rhubarb'}, {'grapefruit', 'cherry'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'grapefruit', 'cherry'}, {'rhubarb'}, {'rhubarb'}, {'grapefruit', 'apple', 'cherry'}, {'rhubarb'}]","{'rhubarb': 17.0, 'grapefruit': 1.3333333333333333, 'cherry': 1.3333333333333333, 'apple': 0.3333333333333333}","{'rhubarb': 0.85, 'grapefruit': 0.0667, 'cherry': 0.0667, 'apple': 0.0167}"
45,6,rhubarb,Is the item a vegetable that grows above the ground?,Yes.,"[{'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}]","{'grapefruit': 6.666666666666666, 'apple': 4.166666666666667, 'cherry': 6.666666666666666, 'rhubarb': 2.5}","{'grapefruit': 0.3333, 'apple': 0.2083, 'cherry': 0.3333, 'rhubarb': 0.125}"
45,7,rhubarb,Is the item red or orange in color?,No.,"[{'rhubarb'}, {'grapefruit', 'cherry'}, {'rhubarb'}, {'rhubarb'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'apple', 'cherry'}]","{'rhubarb': 5.25, 'grapefruit': 5.083333333333333, 'cherry': 6.083333333333333, 'apple': 3.5833333333333335}","{'rhubarb': 0.2625, 'grapefruit': 0.2542, 'cherry': 0.3042, 'apple': 0.1792}"
45,8,rhubarb,Is the item green in color?,No.,"[{'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}]","{'grapefruit': 3.666666666666667, 'apple': 8.166666666666664, 'cherry': 8.166666666666664}","{'grapefruit': 0.1833, 'apple': 0.4083, 'cherry': 0.4083}"
45,9,rhubarb,Is the item yellow in color?,No.,"[{'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit'}, {'apple', 'cherry'}]","{'grapefruit': 6.333333333333332, 'apple': 6.833333333333331, 'cherry': 6.833333333333331}","{'grapefruit': 0.3167, 'apple': 0.3417, 'cherry': 0.3417}"
45,10,rhubarb,Is the item a purple or violet color?,No.,"[{'grapefruit', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}]","{'grapefruit': 4.166666666666667, 'cherry': 8.666666666666666, 'apple': 7.166666666666666}","{'grapefruit': 0.2083, 'cherry': 0.4333, 'apple': 0.3583}"
45,11,rhubarb,Is the item brown in color?,No.,"[{'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'rhubarb'}, {'grapefruit', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'cherry'}]","{'rhubarb': 10.25, 'grapefruit': 2.916666666666667, 'apple': 2.916666666666667, 'cherry': 3.916666666666667}","{'rhubarb': 0.5125, 'grapefruit': 0.1458, 'apple': 0.1458, 'cherry': 0.1958}"
45,12,rhubarb,Is the item white in color?,No.,"[{'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}]","{'grapefruit': 2.25, 'apple': 8.25, 'cherry': 9.25, 'rhubarb': 0.25}","{'grapefruit': 0.1125, 'apple': 0.4125, 'cherry': 0.4625, 'rhubarb': 0.0125}"
45,13,rhubarb,Is the item black in color?,No.,"[{'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}]","{'apple': 8.333333333333334, 'cherry': 8.833333333333334, 'grapefruit': 2.8333333333333335}","{'apple': 0.4167, 'cherry': 0.4417, 'grapefruit': 0.1417}"
45,14,rhubarb,Is the item a vegetable that is commonly yellowish-green in color?,No.,"[{'grapefruit', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'rhubarb'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'rhubarb'}, {'grapefruit', 'rhubarb'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}]","{'grapefruit': 2.6666666666666665, 'cherry': 7.333333333333333, 'apple': 6.833333333333333, 'rhubarb': 3.1666666666666665}","{'grapefruit': 0.1333, 'cherry': 0.3667, 'apple': 0.3417, 'rhubarb': 0.1583}"
45,15,rhubarb,Is the item a vegetable that is commonly purple in color?,No.,"[{'grapefruit', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}, {'rhubarb'}, {'apple', 'cherry'}, {'rhubarb'}, {'apple', 'cherry'}, {'grapefruit', 'apple', 'rhubarb', 'cherry'}, {'apple', 'cherry'}]","{'grapefruit': 2.333333333333333, 'cherry': 7.666666666666667, 'apple': 6.666666666666666, 'rhubarb': 3.333333333333333}","{'grapefruit': 0.1167, 'cherry': 0.3833, 'apple': 0.3333, 'rhubarb': 0.1667}"
45,16,rhubarb,"I apologize, but I am unable to determine the item based on the information provided. Could you please let me know the name of the vegetable?",Yes! That's correct. The item assigned to me is rhubarb.,"[{'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}, {'rhubarb'}]",{'rhubarb': 20.0},{'rhubarb': 1.0}
46,0,tangerine,Is the item you are thinking of a fruit?,Yes.,"[{'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}]","{'tangerine': 5.0, 'avocado': 5.0, 'honeydew': 5.0, 'banana': 5.0}","{'tangerine': 0.25, 'avocado': 0.25, 'honeydew': 0.25, 'banana': 0.25}"
46,1,tangerine,Is the fruit you are thinking of yellow?,No.,"[{'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}]","{'honeydew': 4.833333333333333, 'turkey': 0.3333333333333333, 'oriole': 0.3333333333333333, 'penguin': 0.3333333333333333, 'avocado': 4.833333333333333, 'duck': 0.3333333333333333, 'tangerine': 4.5, 'banana': 4.5}","{'honeydew': 0.2417, 'turkey': 0.0167, 'oriole': 0.0167, 'penguin': 0.0167, 'avocado': 0.2417, 'duck': 0.0167, 'tangerine': 0.225, 'banana': 0.225}"
46,2,tangerine,Is the fruit you are thinking of round in shape?,Yes.,"[{'avocado', 'honeydew', 'banana'}, {'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine'}, {'tangerine', 'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'banana'}, {'tangerine', 'avocado', 'honeydew'}, {'tangerine'}, {'tangerine', 'banana'}, {'tangerine', 'banana'}, {'avocado', 'honeydew', 'banana'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}]","{'avocado': 5.666666666666666, 'honeydew': 6.666666666666666, 'banana': 2.1666666666666665, 'tangerine': 5.5}","{'avocado': 0.2833, 'honeydew': 0.3333, 'banana': 0.1083, 'tangerine': 0.275}"
46,3,tangerine,Is the fruit you are thinking of commonly eaten fresh?,Yes.,"[{'avocado', 'honeydew'}, {'honeydew'}, {'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'honeydew'}, {'tangerine', 'banana'}, {'tangerine', 'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'honeydew'}]","{'avocado': 5.999999999999998, 'honeydew': 11.000000000000002, 'tangerine': 2.5, 'banana': 0.5}","{'avocado': 0.3, 'honeydew': 0.55, 'tangerine': 0.125, 'banana': 0.025}"
46,4,tangerine,Is the fruit you are thinking of smaller than an orange?,Yes.,"[{'tangerine', 'avocado', 'honeydew'}, {'tangerine', 'banana'}, {'honeydew'}, {'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'honeydew'}, {'honeydew'}, {'oriole'}, {'tangerine', 'avocado'}, {'honeydew'}, {'tangerine', 'avocado'}, {'tangerine', 'avocado', 'honeydew'}, {'honeydew'}, {'honeydew'}, {'tangerine', 'avocado', 'honeydew'}, {'honeydew'}, {'tangerine', 'avocado'}, {'tangerine', 'avocado', 'honeydew'}, {'honeydew'}, {'honeydew'}]","{'tangerine': 3.666666666666667, 'avocado': 3.1666666666666665, 'honeydew': 11.666666666666666, 'banana': 0.5, 'oriole': 1.0}","{'tangerine': 0.1833, 'avocado': 0.1583, 'honeydew': 0.5833, 'banana': 0.025, 'oriole': 0.05}"
46,5,tangerine,Is the fruit you are thinking of a banana?,No.,"[{'tangerine'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}, {'tangerine', 'avocado'}, {'avocado', 'honeydew'}, {'avocado', 'honeydew'}]","{'tangerine': 3.0, 'avocado': 9.0, 'honeydew': 8.0}","{'tangerine': 0.15, 'avocado': 0.45, 'honeydew': 0.4}"
46,6,tangerine,Is the fruit you are thinking of a tangerine?,Yes! That's correct.,"[{'oriole', 'penguin', 'avocado', 'turkey'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'oriole', 'penguin', 'avocado'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'oriole', 'penguin', 'avocado'}, {'honeydew'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'oriole', 'penguin', 'avocado'}, {'oriole', 'penguin', 'tangerine', 'avocado', 'duck', 'honeydew', 'banana', 'turkey'}, {'oriole', 'penguin', 'avocado'}, {'tangerine', 'avocado', 'honeydew'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'oriole', 'penguin', 'avocado'}, {'oriole', 'penguin', 'avocado'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck', 'banana'}, {'tangerine', 'avocado', 'honeydew', 'banana'}, {'honeydew', 'turkey', 'oriole', 'penguin', 'avocado', 'duck'}]","{'oriole': 3.6845238095238098, 'penguin': 3.6845238095238098, 'avocado': 4.517857142857144, 'turkey': 1.6845238095238095, 'honeydew': 3.2678571428571423, 'duck': 1.4345238095238095, 'tangerine': 0.9583333333333333, 'banana': 0.7678571428571428}","{'oriole': 0.1842, 'penguin': 0.1842, 'avocado': 0.2259, 'turkey': 0.0842, 'honeydew': 0.1634, 'duck': 0.0717, 'tangerine': 0.0479, 'banana': 0.0384}"
